Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000180537,RNF182,89,1.94673,5,-2.6515,31,0.08933,60,1.19047,5,-2.6291,15,-1.0718,15,-1.0314,53,0.96318
ENSG00000112149,CD83,89,2.12453,5,-2.4802,13,-1.1270,22,-0.3241,28,0.04289,29,0.11068,21,-0.4053,8,-1.8747
ENSG00000008083,JARID2,89,2.49464,18,-0.3365,17,-0.4965,14,-0.7696,9,-1.4724,9,-1.4558,23,0.02457,30,0.45455
ENSG00000047579,DTNBP1,89,0.62544,22,-1.5245,91,0.65294,58,-0.0689,59,-0.0606,75,0.37953,34,-0.8800,46,-0.4281
ENSG00000007944,MYLIP,89,2.09190,57,1.21388,11,-1.3784,5,-2.5191,25,-0.1759,14,-1.1434,31,0.21455,4,-2.7199
ENSG00000124788,ATXN1,89,0.39959,80,0.21264,92,0.45566,47,-0.6264,58,-0.3143,53,-0.4700,119,0.87541,48,-0.5815
ENSG00000112186,CAP2,89,-0.8148,2,-6.3048,51,-1.6675,72,-1.1443,346,1.75915,132,-0.2375,245,0.80204,93,-0.7509
ENSG00000137414,FAM8A1,89,1.06165,53,0.19836,29,-0.7459,35,-0.4611,62,0.49623,29,-0.8491,33,-0.5611,52,0.14246
ENSG00000124789,NUP153,89,2.08754,19,-0.6046,16,-0.8205,31,0.20315,23,-0.3331,16,-0.9302,30,0.12819,13,-1.1180
ENSG00000137177,KIF13A,89,1.90106,80,1.67959,30,-0.0271,12,-1.3781,12,-1.5445,15,-1.1072,18,-0.8060,19,-0.7433
ENSG00000137364,TPMT,89,1.22639,11,-2.0259,48,0.18293,45,0.05268,45,0.06902,48,0.19216,32,-0.4632,20,-1.1636
ENSG00000165097,KDM1B,89,2.46104,21,-0.1289,12,-0.9401,9,-1.4642,20,-0.2195,8,-1.6145,11,-1.0827,31,0.46093
ENSG00000124795,DEK,988,2.39817,444,0.84365,268,0.00762,111,-1.3535,76,-2.0498,115,-1.4042,273,0.03285,205,-0.4148
ENSG00000172201,ID4,89,-0.5660,167,0.43312,234,1.00070,136,0.09337,11,-3.7867,30,-2.3286,57,-1.2477,517,2.59682
ENSG00000112242,E2F3,89,2.27269,4,-2.6101,12,-1.1090,11,-1.2612,22,-0.2060,14,-0.9934,32,0.38318,31,0.33922
ENSG00000124766,SOX4,89,2.49193,21,-0.0961,29,0.37671,17,-0.4789,7,-1.9273,12,-1.0162,25,0.13913,9,-1.3925
ENSG00000272168,CASC15,89,1.70724,13,-1.4191,23,-0.5767,4,-2.9243,17,-1.0959,40,0.35584,69,1.23365,18,-0.9089
ENSG00000152954,NRSN1,89,-0.7378,11,-3.8192,143,-0.0091,109,-0.4324,102,-0.5871,225,0.86681,257,0.97171,171,0.28847
ENSG00000124532,MRS2,89,1.90038,12,-1.4239,18,-0.7923,23,-0.4362,32,0.13262,26,-0.2722,21,-0.5254,22,-0.5053
ENSG00000112294,ALDH5A1,89,0.01465,41,-1.1698,76,-0.2487,107,0.30464,76,-0.2713,86,-0.0452,112,0.37553,136,0.70360
ENSG00000137261,KIAA0319,89,1.40530,3,-3.7431,19,-1.0665,23,-0.8071,32,-0.3481,34,-0.2464,45,0.23857,79,1.17157
ENSG00000111802,TDP2,89,0.64405,35,-0.8613,50,-0.2870,57,-0.0810,65,0.13491,63,0.08762,77,0.38817,38,-0.7086
ENSG00000112304,ACOT13,89,0.24753,42,-0.9153,62,-0.3285,97,0.38845,57,-0.5009,113,0.73628,30,-1.4438,105,0.50456
ENSG00000112308,C6orf62,89,-0.9178,173,0.10915,216,0.47636,108,-0.6252,143,-0.2176,143,-0.2083,191,0.26948,264,0.81396
ENSG00000112312,GMNN,89,1.57621,26,-0.5120,42,0.27127,43,0.30584,9,-2.1793,21,-0.8677,20,-0.8641,75,1.25424
ENSG00000111913,RIPOR2,89,0.85150,2,-4.7150,17,-1.6884,47,-0.1937,68,0.44337,53,0.00141,87,0.80174,48,-0.1539
ENSG00000079691,CARMIL1,89,1.41657,9,-2.1183,35,-0.1836,53,0.49972,17,-1.3176,9,-2.3326,25,-0.6816,124,2.07038
ENSG00000187837,HIST1H1C,89,2.02185,31,0.11583,46,0.77420,10,-1.5625,10,-1.6565,14,-1.1189,11,-1.3734,48,0.86030
ENSG00000197061,HIST1H4C,89,-1.5630,131,-0.9899,188,-0.4366,128,-1.0250,200,-0.3739,427,1.07427,295,0.28619,389,0.74757
ENSG00000180573,HIST1H2AC,89,1.97614,80,1.75890,35,0.28843,8,-1.9329,15,-1.0559,10,-1.6885,7,-2.1501,20,-0.5389
ENSG00000168298,HIST1H1E,89,2.37253,27,0.19457,5,-2.2627,3,-3.0938,10,-1.4022,25,0.08900,18,-0.4300,28,0.20913
ENSG00000112763,BTN2A1,89,2.13566,19,-0.5183,13,-1.1503,11,-1.4059,34,0.40855,11,-1.4672,37,0.49719,12,-1.2588
ENSG00000228223,HCG11,89,2.73673,12,-0.8822,26,0.37060,18,-0.1884,13,-0.7819,4,-2.4376,18,-0.1690,8,-1.3339
ENSG00000182952,HMGN4,89,1.86624,14,-1.1835,28,-0.1392,42,0.52599,27,-0.2066,26,-0.2702,18,-0.7902,7,-2.0945
ENSG00000146109,ABT1,89,2.59871,11,-1.0527,12,-0.9638,12,-0.8526,19,-0.2010,12,-0.9383,17,-0.4232,14,-0.6894
ENSG00000181315,ZNF322,89,2.37245,32,0.45947,5,-2.1574,11,-1.1276,16,-0.6722,16,-0.7018,24,0.00642,14,-0.7913
ENSG00000096654,ZNF184,89,2.17738,8,-1.7218,9,-1.5927,4,-2.7896,47,1.14504,17,-0.7129,14,-1.0035,10,-1.3887
ENSG00000269293,ZSCAN16-AS1,89,0.07307,102,0.27900,125,0.62164,149,0.92178,48,-0.9731,82,-0.0729,59,-0.5821,70,-0.3040
ENSG00000197062,ZSCAN26,89,2.42750,16,-0.5908,10,-1.2417,29,0.36107,14,-0.8338,18,-0.4546,16,-0.5985,10,-1.3498
ENSG00000204713,TRIM27,89,1.42473,26,-0.5918,22,-0.8910,34,-0.2050,49,0.45433,33,-0.2855,24,-0.7371,27,-0.5773
ENSG00000204681,GABBR1,89,-1.6904,73,-1.9920,254,-0.0942,404,0.66568,284,0.09297,227,-0.3046,342,0.38763,512,1.07487
ENSG00000204655,MOG,89,0.80615,431,5.00831,6,-3.3340,0,-6.7601,3,-4.1646,0,-7.1434,11,-2.3338,3,-4.0099
ENSG00000206503,HLA-A,89,-0.5506,122,-0.0593,309,1.52760,257,1.18686,76,-0.8802,55,-1.3993,83,-0.6651,149,0.25402
ENSG00000204619,PPP1R11,988,3.82965,40,-2.0993,53,-1.6990,56,-1.6200,84,-1.0903,100,-0.8059,51,-1.7424,51,-1.7460
ENSG00000234127,TRIM26,89,2.96614,21,0.14873,18,-0.1021,3,-2.5682,10,-1.0070,11,-0.8720,13,-0.5722,2,-3.0704
ENSG00000231074,HCG18,89,0.39012,68,-0.0594,69,-0.0310,30,-1.2952,66,-0.1150,39,-1.0018,187,1.69757,50,-0.5245
ENSG00000241370,RPP21,89,0.42905,50,-0.4813,49,-0.5198,128,1.03535,75,0.16537,87,0.44643,24,-1.5743,20,-1.8603
ENSG00000204592,HLA-E,89,0.11583,154,1.02830,412,3.13081,42,-1.0624,17,-2.5201,7,-3.7068,45,-0.9344,40,-1.1225
ENSG00000204590,GNL1,89,-0.1677,65,-0.6639,79,-0.3683,90,-0.1581,132,0.53705,87,-0.2342,170,0.88758,62,-0.7328
ENSG00000204574,ABCF1,89,-0.0337,106,0.23847,51,-0.8946,61,-0.6346,115,0.42393,58,-0.7702,149,0.80945,111,0.30945
ENSG00000204569,PPP1R10,89,1.31391,47,0.21778,32,-0.3982,26,-0.7138,37,-0.1865,21,-1.1084,54,0.44096,46,0.19504
ENSG00000204568,MRPS18B,89,0.53630,76,0.27617,40,-0.7224,91,0.56929,47,-0.5500,63,-0.0459,57,-0.1906,70,0.13111
ENSG00000137343,ATAT1,89,1.38337,31,-0.3945,6,-2.7307,71,0.97975,37,-0.1157,29,-0.5224,25,-0.6833,40,0.01123
ENSG00000204564,C6orf136,89,0.96148,23,-1.1865,31,-0.7365,26,-0.9819,74,0.75436,55,0.17970,34,-0.5842,37,-0.4860
ENSG00000204560,DHX16,89,2.27815,29,0.21412,17,-0.5973,16,-0.7313,23,-0.1203,11,-1.4093,17,-0.5829,16,-0.7391
ENSG00000137337,MDC1,89,2.99594,19,0.01654,25,0.46173,3,-2.5990,13,-0.6111,7,-1.5808,4,-2.0809,6,-1.6156
ENSG00000196230,TUBB,89,-2.4954,133,-1.9152,297,-0.7018,293,-0.7224,880,1.28487,657,0.65758,479,0.05042,281,-0.7879
ENSG00000137312,FLOT1,89,-0.9950,100,-0.8173,129,-0.4353,212,0.35917,265,0.85813,185,0.15431,165,-0.0492,103,-0.7812
ENSG00000204580,DDR1,89,0.40399,211,1.96042,87,0.35916,112,0.78730,18,-2.1932,8,-3.3535,8,-3.1124,137,1.13272
ENSG00000204525,HLA-C,89,-0.2677,137,0.42310,272,1.63005,155,0.62230,51,-1.2245,39,-1.6395,74,-0.5611,152,0.58574
ENSG00000234745,HLA-B,89,-0.1734,129,0.41936,464,2.96041,43,-1.3052,42,-1.4312,31,-1.9117,73,-0.4957,54,-0.9617
ENSG00000198563,DDX39B,89,0.00541,111,0.35332,90,0.00884,121,0.49517,97,0.14625,63,-0.6072,89,0.00527,72,-0.3266
ENSG00000213760,ATP6V1G2,89,-1.6672,36,-2.9926,197,-0.4727,233,-0.2076,391,0.73987,487,1.21335,183,-0.5796,159,-0.8041
ENSG00000204498,NFKBIL1,89,2.51308,13,-0.8771,6,-1.8580,18,-0.3684,17,-0.4934,20,-0.1863,13,-0.8228,12,-0.9098
ENSG00000204472,AIF1,89,1.02101,88,0.99957,184,2.44452,29,-0.7673,14,-1.9338,18,-1.6415,16,-1.6556,12,-2.0344
ENSG00000204469,PRRC2A,89,0.53103,52,-0.3284,90,0.53563,82,0.39117,47,-0.5514,46,-0.5782,93,0.60008,52,-0.3310
ENSG00000204463,BAG6,89,0.32682,51,-0.5651,67,-0.1391,67,-0.1324,87,0.32737,78,0.12944,79,0.13183,45,-0.7468
ENSG00000204438,GPANK1,89,2.21043,22,-0.2815,17,-0.6378,11,-1.3209,18,-0.5907,18,-0.6207,25,-0.0331,23,-0.2170
ENSG00000204435,CSNK2B,89,-0.7816,141,-0.0725,134,-0.1492,189,0.39926,173,0.28885,167,0.23202,132,-0.1808,110,-0.4619
ENSG00000204427,ABHD16A,89,1.18789,32,-0.4780,30,-0.6100,54,0.32262,61,0.60124,30,-0.6591,30,-0.5959,24,-0.9570
ENSG00000213722,DDAH2,89,1.25380,39,-0.1434,82,1.09588,65,0.70252,9,-2.4945,30,-0.5663,22,-1.0254,49,0.23170
ENSG00000204394,VARS,89,1.91959,15,-1.0580,22,-0.4981,26,-0.2077,23,-0.4808,21,-0.5760,27,-0.1828,32,0.12384
ENSG00000204392,LSM2,89,0.95913,69,0.52973,54,0.13029,57,0.21045,42,-0.2928,55,0.15274,14,-1.9636,23,-1.1678
ENSG00000204389,HSPA1A,89,-0.5978,405,2.00761,253,1.10570,138,0.08615,100,-0.4690,31,-2.2889,70,-0.9624,90,-0.5905
ENSG00000204388,HSPA1B,89,-0.2661,224,1.26717,197,1.03830,78,-0.4727,106,0.00237,51,-1.2294,111,0.07264,45,-1.2973
ENSG00000204387,SNHG32,89,0.20134,160,1.19146,157,1.15571,106,0.48813,53,-0.6676,59,-0.5129,24,-1.7904,27,-1.6203
ENSG00000204386,NEU1,89,1.61533,8,-2.2479,14,-1.3751,31,-0.1817,39,0.19897,26,-0.4935,22,-0.6867,54,0.71811
ENSG00000204371,EHMT2,89,0.99025,46,-0.1172,43,-0.1994,58,0.25711,38,-0.4472,32,-0.7185,68,0.52493,47,-0.0630
ENSG00000204356,NELFE,89,0.31968,95,0.42439,74,0.01215,52,-0.5465,78,0.11092,67,-0.1573,68,-0.1261,65,-0.1876
ENSG00000204351,SKIV2L,89,2.32485,10,-1.3466,23,-0.1175,15,-0.7486,21,-0.2946,16,-0.7680,16,-0.6628,20,-0.3013
ENSG00000213676,ATF6B,89,2.70504,18,-0.1926,3,-2.9427,6,-1.7521,18,-0.2324,9,-1.3788,22,0.06753,16,-0.4007
ENSG00000204314,PRRT1,89,0.29274,12,-2.7484,15,-2.3784,43,-0.8424,146,1.35169,75,0.02050,105,0.55123,39,-0.9937
ENSG00000204310,AGPAT1,89,0.14818,47,-0.8673,45,-0.9122,106,0.42558,114,0.63591,63,-0.4504,92,0.19900,81,-0.0033
ENSG00000204308,RNF5,89,0.23458,103,0.47220,67,-0.2337,88,0.21683,66,-0.2706,98,0.43618,38,-1.0823,58,-0.4368
ENSG00000204301,NOTCH4,89,2.61509,7,-1.6875,22,0.05592,15,-0.5690,6,-2.0850,16,-0.5345,16,-0.4581,24,0.16473
ENSG00000225914,TSBP1-AS1,89,2.49845,8,-1.5253,20,-0.1949,40,0.91073,8,-1.6506,18,-0.3732,8,-1.5671,10,-1.2652
ENSG00000204287,HLA-DRA,89,0.78460,151,1.73477,223,2.57966,41,-0.4861,10,-2.6464,8,-3.0419,10,-2.5002,5,-3.5119
ENSG00000196126,HLA-DRB1,89,1.63255,64,1.01066,105,1.95945,42,0.31954,6,-2.7548,11,-1.8547,8,-2.1672,4,-3.0964
ENSG00000204256,BRD2,89,0.24795,89,0.24096,84,0.14445,51,-0.6332,87,0.23292,51,-0.7059,123,0.78118,54,-0.5436
ENSG00000231389,HLA-DPA1,89,1.40497,93,1.47698,134,2.21584,35,-0.1810,5,-3.0331,9,-2.2409,5,-2.9328,4,-3.1318
ENSG00000223865,HLA-DPB1,89,1.63501,60,0.90144,107,1.99397,20,-0.8467,10,-2.0079,15,-1.3910,12,-1.5478,8,-2.1505
ENSG00000204231,RXRB,89,1.13896,33,-0.5033,23,-1.0147,41,-0.1631,51,0.21321,39,-0.2559,36,-0.3689,50,0.17256
ENSG00000112473,SLC39A7,89,1.63460,34,-0.0073,22,-0.7243,53,0.69842,29,-0.2945,11,-1.8305,24,-0.5484,42,0.33033
ENSG00000204227,RING1,89,1.41046,33,-0.2595,54,0.53695,41,0.09773,30,-0.4619,30,-0.4310,38,-0.0174,13,-1.7031
ENSG00000223501,VPS52,89,1.69447,37,0.17255,28,-0.2996,42,0.35609,32,-0.0624,15,-1.3546,22,-0.6617,23,-0.5827
ENSG00000231500,RPS18,89,-3.6114,1333,0.47341,2123,1.28375,1452,0.61775,649,-0.7390,1314,0.51827,397,-1.4198,647,-0.6774
ENSG00000227057,WDR46,89,1.75727,15,-1.1655,23,-0.5269,49,0.65559,28,-0.2810,20,-0.8096,35,0.10443,18,-0.8777
ENSG00000204220,PFDN6,89,-0.1614,73,-0.4756,52,-1.0064,79,-0.3617,106,0.11717,156,0.88298,82,-0.2887,90,-0.1434
ENSG00000237441,RGL2,89,2.59369,17,-0.3605,22,0.02626,29,0.47100,7,-1.7442,7,-1.9053,13,-0.7824,20,-0.1484
ENSG00000231925,TAPBP,89,0.66337,30,-1.0642,76,0.40295,86,0.59317,54,-0.1645,28,-1.2410,54,-0.1689,96,0.78069
ENSG00000204209,DAXX,89,1.81704,32,0.02873,35,0.15303,18,-0.8494,17,-1.0421,23,-0.5635,39,0.33832,23,-0.5035
ENSG00000112511,PHF1,89,1.28029,20,-1.1058,32,-0.4356,69,0.83448,34,-0.3710,41,-0.0444,40,-0.0598,18,-1.2828
ENSG00000112514,CUTA,89,-1.1505,172,-0.1447,128,-0.5978,251,0.46716,265,0.64672,244,0.48778,100,-0.9868,123,-0.6644
ENSG00000197283,SYNGAP1,89,1.80361,2,-3.9921,30,-0.0592,31,-0.0451,42,0.51641,18,-0.9216,32,0.03037,12,-1.4881
ENSG00000137288,UQCC2,89,-0.3126,59,-0.9617,151,0.53680,159,0.61462,92,-0.3014,157,0.69690,40,-1.5324,93,-0.2457
ENSG00000137309,HMGA1,89,1.28967,9,-2.2115,52,0.35563,43,0.07083,30,-0.5459,48,0.27787,42,0.01188,22,-0.9487
ENSG00000186577,SMIM29,89,0.12952,36,-1.2615,55,-0.6200,56,-0.6059,97,0.29194,126,0.80800,61,-0.4733,82,-0.0163
ENSG00000272325,NUDT3,89,-1.8252,185,-0.7266,437,0.64439,229,-0.4027,249,-0.3032,316,0.12341,617,1.24919,265,-0.1728
ENSG00000124614,RPS10,89,-1.9044,340,0.14143,473,0.68791,457,0.63114,222,-0.5836,499,0.91585,103,-1.6973,208,-0.6352
ENSG00000124507,PACSIN1,89,-0.3962,0,-10.222,121,0.08495,90,-0.3801,151,0.51430,170,0.75005,151,0.44476,54,-1.1565
ENSG00000196821,ILRUN,89,0.70837,18,-1.7927,76,0.43554,61,0.07082,39,-0.6925,50,-0.2587,84,0.60732,75,0.40892
ENSG00000272288,AL451165.2,89,2.50711,20,-0.2239,26,0.23857,28,0.32819,3,-2.9044,19,-0.3122,4,-2.5952,16,-0.5680
ENSG00000124562,SNRPC,89,0.10209,86,0.04360,62,-0.4662,110,0.43690,88,0.09595,109,0.49151,41,-1.1193,55,-0.6546
ENSG00000064995,TAF11,89,1.38150,46,0.25303,23,-0.8389,16,-1.3459,29,-0.5199,50,0.42490,41,0.04624,22,-0.9181
ENSG00000064999,ANKS1A,89,2.32971,15,-0.7812,22,-0.1455,26,0.10631,9,-1.6396,14,-0.9419,24,-0.0277,23,-0.0806
ENSG00000198755,RPL10A,89,-2.5817,494,0.00368,893,0.99458,605,0.33195,350,-0.5921,763,0.84322,283,-0.8665,336,-0.6006
ENSG00000096060,FKBP5,89,1.35473,81,1.17716,65,0.79501,31,-0.4155,15,-1.6394,18,-1.3084,30,-0.4467,39,-0.0316
ENSG00000096063,SRPK1,89,1.11397,28,-0.7857,23,-1.0687,28,-0.7650,52,0.23397,33,-0.5793,68,0.64185,53,0.23448
ENSG00000112062,MAPK14,89,1.67414,13,-1.4484,18,-0.9436,7,-2.2283,49,0.68652,24,-0.5662,37,0.13747,27,-0.3329
ENSG00000096070,BRPF3,89,1.84923,19,-0.7415,22,-0.5187,11,-1.5471,32,0.04906,24,-0.4133,32,0.04988,24,-0.4237
ENSG00000112078,KCTD20,89,1.04300,48,0.01719,66,0.53448,36,-0.4434,43,-0.1765,15,-1.8643,73,0.69358,48,0.01206
ENSG00000112081,SRSF3,89,-0.7654,149,0.03301,177,0.31227,167,0.21881,127,-0.2449,177,0.35330,123,-0.2693,146,0.00243
ENSG00000124772,CPNE5,89,0.78567,1,-5.5796,26,-1.1654,17,-1.7777,83,0.75892,46,-0.3312,125,1.38139,39,-0.5442
ENSG00000137168,PPIL1,89,1.14772,29,-0.6749,34,-0.4151,51,0.20067,38,-0.2899,48,0.12580,24,-0.9867,50,0.15439
ENSG00000198663,C6orf89,89,0.36171,85,0.28733,76,0.09375,45,-0.7066,84,0.28901,34,-1.2566,117,0.81832,67,-0.1093
ENSG00000137409,MTCH1,89,-2.3276,186,-1.2380,305,-0.4827,365,-0.2006,684,0.97752,539,0.49072,394,-0.0808,359,-0.2283
ENSG00000112130,RNF8,89,0.74090,28,-1.0688,12,-2.2796,43,-0.4352,70,0.37729,58,0.03392,92,0.79702,48,-0.2760
ENSG00000137200,CMTR1,89,2.18678,17,-0.6462,4,-2.7810,20,-0.4293,35,0.54796,10,-1.5772,12,-1.1815,30,0.21131
ENSG00000198937,CCDC167,89,1.34512,59,0.63167,39,-0.0486,46,0.20851,32,-0.4187,35,-0.2505,24,-0.7815,12,-1.8310
ENSG00000156639,ZFAND3,89,1.11309,61,0.47052,67,0.62107,45,-0.0223,32,-0.6209,34,-0.5337,26,-0.8605,38,-0.2864
ENSG00000183826,BTBD9,89,1.90279,2,-3.7474,33,0.13644,8,-1.9609,31,0.05845,28,-0.1304,39,0.39957,12,-1.3648
ENSG00000124767,GLO1,89,-1.0791,109,-0.7808,211,0.26296,231,0.40769,183,0.03530,242,0.56529,159,-0.1885,144,-0.3462
ENSG00000164627,KIF6,89,2.96848,50,1.66962,13,-0.5133,2,-2.8575,4,-2.4977,3,-2.6738,12,-0.6373,7,-1.4299
ENSG00000146122,DAAM2,89,0.85077,319,3.71592,80,0.65642,17,-1.7630,3,-4.3267,2,-4.6771,11,-2.2927,7,-2.8986
ENSG00000124596,OARD1,89,1.43678,37,-0.0427,47,0.32251,41,0.08951,20,-1.1073,44,0.24205,18,-1.1216,24,-0.7265
ENSG00000214736,TOMM6,89,-0.8048,118,-0.3822,130,-0.2233,233,0.72689,160,0.12478,230,0.82358,60,-1.4170,87,-0.8376
ENSG00000112576,CCND3,89,0.45640,46,-0.5893,62,-0.1363,74,0.14021,89,0.51103,50,-0.5155,62,-0.1216,63,-0.1014
ENSG00000048544,MRPS10,89,0.83667,21,-1.4442,30,-0.8977,42,-0.3963,57,0.10193,66,0.37422,48,-0.1941,63,0.24368
ENSG00000024048,UBR2,89,1.41276,43,0.15552,15,-1.4421,52,0.46299,34,-0.2220,13,-1.7083,60,0.69903,35,-0.1840
ENSG00000124659,TBCC,89,1.62203,21,-0.7949,16,-1.1985,20,-0.8755,46,0.49916,37,0.12424,23,-0.6544,14,-1.3955
ENSG00000112624,BICRAL,89,2.68247,22,0.04235,14,-0.6396,9,-1.2079,12,-0.8718,10,-1.2745,19,-0.1874,14,-0.6580
ENSG00000146223,RPL7L1,89,-0.7263,105,-0.4718,141,-0.0199,129,-0.1565,152,0.12558,139,-0.0379,241,0.87256,134,-0.0933
ENSG00000221821,C6orf226,89,2.11135,19,-0.5602,22,-0.3389,72,1.68695,12,-1.3263,13,-1.2689,12,-1.1781,8,-1.8515
ENSG00000137161,CNPY3,89,1.33811,43,0.08741,44,0.13536,59,0.61573,32,-0.4158,18,-1.3362,38,-0.0900,32,-0.3849
ENSG00000112640,PPP2R5D,89,0.78618,17,-1.7455,28,-1.0701,63,0.20190,73,0.51431,53,-0.0642,60,0.14038,43,-0.3862
ENSG00000124733,MEA1,89,-0.3065,50,-1.1986,101,-0.1122,114,0.07556,120,0.18574,190,1.09828,56,-1.0180,55,-1.0385
ENSG00000124702,KLHDC3,89,-1.2580,34,-2.6864,149,-0.4792,227,0.18695,282,0.62840,304,0.78384,204,0.01727,145,-0.5224
ENSG00000124541,RRP36,89,1.62126,22,-0.7272,29,-0.3032,23,-0.6608,31,-0.1788,40,0.26961,13,-1.4617,29,-0.2990
ENSG00000137171,KLC4,89,2.48054,16,-0.5233,6,-2.0569,27,0.23391,19,-0.3573,11,-1.1710,15,-0.6596,17,-0.4550
ENSG00000112651,MRPL2,89,0.53241,34,-0.9885,42,-0.6728,120,1.03790,59,-0.1683,78,0.34056,44,-0.6100,43,-0.6224
ENSG00000112659,CUL9,89,2.50042,8,-1.4717,18,-0.3957,10,-1.1781,24,0.11782,17,-0.5144,11,-1.0376,8,-1.5279
ENSG00000112667,DNPH1,89,0.02137,39,-1.2445,144,0.81248,116,0.44645,83,-0.1054,113,0.45287,27,-1.7710,74,-0.2759
ENSG00000171467,ZNF318,89,2.16110,26,-0.0494,15,-0.9108,1,-4.8545,25,-0.1287,9,-1.6746,45,0.87461,22,-0.2869
ENSG00000137221,TJAP1,89,3.01452,41,1.33188,7,-1.5074,13,-0.5089,3,-2.7720,7,-1.5051,3,-2.6289,12,-0.6908
ENSG00000204052,LRRC73,89,1.88656,0,-7.9863,9,-1.7388,15,-1.0432,59,1.32889,21,-0.6575,15,-1.0406,15,-1.0427
ENSG00000171453,POLR1C,89,2.62993,7,-1.6584,7,-1.5943,19,-0.1857,15,-0.5774,15,-0.6401,16,-0.4578,17,-0.4047
ENSG00000137207,YIPF3,89,0.35262,61,-0.2503,64,-0.1937,97,0.48002,75,0.07739,52,-0.5696,71,-0.0292,84,0.24733
ENSG00000124571,XPO5,89,2.48694,8,-1.4822,8,-1.5024,31,0.50478,22,-0.0440,13,-0.9800,10,-1.3033,12,-0.9809
ENSG00000124688,MAD2L1BP,89,2.45037,8,-1.5106,0,-5.2192,7,-1.7701,27,0.25596,27,0.24958,5,-2.2627,16,-0.5962
ENSG00000096080,MRPS18A,89,1.08251,22,-1.1331,54,0.22636,41,-0.1935,52,0.19509,55,0.29497,23,-1.0574,23,-1.0844
ENSG00000112715,VEGFA,89,1.30569,28,-0.6013,27,-0.6514,60,0.61711,13,-1.8710,9,-2.4635,21,-1.0563,144,2.25497
ENSG00000180992,MRPL14,89,0.53234,34,-0.9853,65,0.02573,69,0.10717,71,0.17806,91,0.64890,35,-0.9587,28,-1.2803
ENSG00000137216,TMEM63B,89,1.62889,17,-1.0626,13,-1.4532,26,-0.4439,57,0.94467,21,-0.8248,36,0.07247,9,-2.0535
ENSG00000096384,HSP90AB1,89,-4.7060,1259,-0.8146,1025,-1.1277,1178,-0.9163,3176,0.77561,2256,0.11369,4601,1.31910,2176,0.04251
ENSG00000157593,SLC35B2,89,2.22384,36,0.53232,14,-0.9396,31,0.28868,15,-0.9537,5,-2.6208,5,-2.4674,45,0.90813
ENSG00000178233,TMEM151B,89,0.42337,3,-4.5711,74,0.11844,88,0.39290,76,0.17182,73,0.10965,92,0.46720,45,-0.6674
ENSG00000124608,AARS2,89,2.64102,7,-1.5865,11,-1.0505,15,-0.5154,12,-1.0037,20,-0.0801,16,-0.4125,11,-0.9960
ENSG00000096401,CDC5L,89,-0.4914,175,0.58490,77,-0.7211,91,-0.4688,108,-0.2115,106,-0.2456,206,0.86693,154,0.37882
ENSG00000001561,ENPP4,89,0.84443,141,1.67659,23,-1.2873,26,-1.1239,53,-0.0118,26,-1.2011,46,-0.2542,52,-0.0395
ENSG00000112796,ENPP5,89,1.31573,6,-2.7813,1,-4.5216,25,-0.7843,66,0.91292,34,-0.3273,29,-0.5465,60,0.61141
ENSG00000172348,RCAN2,89,-1.3002,94,-1.2292,78,-1.5077,356,0.89427,282,0.57582,231,0.19232,314,0.68146,120,-0.8541
ENSG00000153291,SLC25A27,89,1.10949,29,-0.7309,9,-2.4898,13,-1.8614,68,0.74680,44,-0.0803,60,0.43466,35,-0.4041
ENSG00000069122,ADGRF5,89,1.40849,16,-1.3497,163,2.66694,0,-5.9807,26,-0.6795,15,-1.5930,36,-0.1028,3,-3.5072
ENSG00000146072,TNFRSF21,89,1.17256,44,-0.0075,26,-0.8514,34,-0.4128,76,1.05032,26,-0.9069,37,-0.2801,10,-2.2690
ENSG00000198087,CD2AP,89,2.64872,33,0.68322,27,0.39065,7,-1.6484,2,-3.6169,4,-2.7008,23,0.09045,24,0.20862
ENSG00000146085,MMUT,89,0.59949,62,0.01011,55,-0.1933,45,-0.4920,50,-0.3604,46,-0.5096,76,0.32107,99,0.76938
ENSG00000031691,CENPQ,89,1.97016,72,1.53089,31,0.09946,17,-0.8179,9,-1.9113,11,-1.5454,13,-1.2193,29,0.01967
ENSG00000170915,PAQR8,89,-0.7252,342,1.50475,124,-0.2181,236,0.83477,44,-1.9207,54,-1.5828,77,-0.9453,358,1.59419
ENSG00000096092,TMEM14A,89,-0.5983,47,-1.5629,61,-1.1860,157,0.29311,207,0.88350,175,0.54860,106,-0.3330,84,-0.6874
ENSG00000170899,GSTA4,89,0.25223,28,-1.5180,27,-1.6067,121,0.75715,111,0.71373,90,0.30364,48,-0.7252,48,-0.7268
ENSG00000112144,ICK,89,2.02796,75,1.68752,12,-1.2439,22,-0.4089,9,-1.8447,14,-1.1639,18,-0.6621,20,-0.5285
