Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000134686,PHC2,97,0.85189,40,-0.5788,51,-0.2089,80,0.52362,51,-0.2032,51,-0.2504,54,-0.1351
ENSG00000163866,SMIM12,16,-1.7368,13,-2.0252,33,-0.6440,55,0.13391,56,0.17160,80,1.06063,46,-0.1595
ENSG00000116544,DLGAP3,1,-4.7699,1,-5.0882,38,-0.0084,30,-0.3713,59,0.71733,33,-0.2648,75,1.39539
ENSG00000163867,ZMYM6,21,0.16644,6,-1.7849,25,0.43141,13,-0.6090,23,0.30545,18,-0.1191,24,0.46080
ENSG00000116560,SFPQ,424,0.95271,522,1.32733,170,-0.5337,259,0.13000,206,-0.2356,153,-0.8542,176,-0.5318
ENSG00000146463,ZMYM4,50,0.16401,51,0.21148,37,-0.2903,36,-0.3294,79,0.92149,28,-0.8810,56,0.40066
ENSG00000142687,KIAA0319L,52,-0.5226,61,-0.2610,53,-0.4783,77,0.09967,124,0.88930,65,-0.2174,81,0.19981
ENSG00000020129,NCDN,38,-3.7927,68,-2.9473,233,-1.1167,503,0.08008,532,0.17130,709,0.90009,643,0.55342
ENSG00000126067,PSMB2,67,-0.5524,36,-1.4993,114,0.29041,120,0.38603,77,-0.3323,130,0.69651,73,-0.4535
ENSG00000142686,C1orf216,7,-3.6757,16,-2.5589,58,-0.6447,102,0.25451,115,0.45000,120,0.69543,109,0.39974
ENSG00000134698,AGO4,13,-0.4361,11,-0.7158,14,-0.2712,58,2.15982,12,-0.5883,11,-0.8531,16,-0.1479
ENSG00000092847,AGO1,38,-0.0788,48,0.30395,45,0.19258,65,0.79351,55,0.51007,24,-0.9510,38,-0.0736
ENSG00000126070,AGO3,131,1.79868,94,1.16691,14,-1.7725,34,-0.5052,92,1.13844,21,-1.4769,20,-1.3824
ENSG00000116863,ADPRHL2,26,0.23004,15,-0.6693,21,-0.0966,29,0.39106,15,-0.6129,26,0.25597,22,-0.0747
ENSG00000054116,TRAPPC3,23,-1.0079,15,-1.6362,25,-0.8853,47,0.04895,25,-0.8934,68,0.92733,56,0.39814
ENSG00000116871,MAP7D1,311,0.63750,157,-0.4685,112,-0.9785,315,0.65573,173,-0.3162,207,-0.0432,211,0.00247
ENSG00000054118,THRAP3,221,0.83231,254,1.07577,73,-0.9493,82,-0.7584,252,1.05538,84,-0.8768,102,-0.4775
ENSG00000196182,STK40,7,-1.4743,12,-0.6465,29,0.81009,29,0.77752,17,-0.0790,15,-0.3097,20,0.17520
ENSG00000181817,LSM10,24,-0.7432,8,-2.3793,23,-0.8170,43,0.16800,13,-1.6209,53,0.67379,60,0.81596
ENSG00000116885,OSCP1,2,-3.1860,2,-2.9471,10,-0.9344,25,0.49668,12,-0.6900,28,0.89155,26,0.60806
ENSG00000116898,MRPS15,31,-1.1358,29,-1.2082,53,-0.3246,62,-0.0612,25,-1.4764,98,0.94337,77,0.32163
ENSG00000163873,GRIK3,1,-3.6324,0,-4.5436,41,1.21919,23,0.22364,49,1.57069,23,0.37530,6,-1.9549
ENSG00000163875,MEAF6,38,-1.4671,35,-1.5648,81,-0.2957,116,0.26742,120,0.32473,135,0.71028,93,-0.0932
ENSG00000134697,GNL2,57,1.51493,28,0.27530,11,-1.1004,17,-0.5012,22,-0.1163,20,-0.2624,19,-0.3689
ENSG00000185090,MANEAL,3,-2.8458,6,-2.1156,19,-0.3447,7,-1.7240,31,0.40128,43,1.45739,21,-0.2053
ENSG00000197982,C1orf122,332,0.46496,152,-0.7695,361,0.60529,291,0.24896,101,-1.3895,229,-0.1738,285,0.24537
ENSG00000188786,MTF1,27,0.69432,46,1.65332,10,-0.8656,25,0.61778,24,0.48895,9,-1.1009,7,-1.4459
ENSG00000183431,SF3A3,25,-0.7558,41,0.03517,43,0.08381,26,-0.6681,42,0.05329,43,0.12723,49,0.36167
ENSG00000183520,UTP11,38,0.39670,31,0.06975,14,-1.1634,5,-2.6217,26,-0.2005,27,-0.1823,51,1.04725
ENSG00000116954,RRAGC,55,0.31918,29,-0.7006,40,-0.1812,69,0.70563,47,0.06942,42,-0.1372,42,-0.1222
ENSG00000174574,AKIRIN1,101,0.33107,51,-0.7428,52,-0.7141,55,-0.6080,116,0.57104,106,0.55681,64,-0.4424
ENSG00000168653,NDUFS5,365,-1.3934,387,-1.3063,740,-0.3121,827,-0.1349,493,-0.9382,1278,0.79080,1179,0.50464
ENSG00000127603,MACF1,459,0.80350,722,1.62572,190,-0.6250,182,-0.6899,470,0.84212,116,-1.6116,228,-0.3761
ENSG00000090621,PABPC4,129,1.01937,89,0.38915,63,-0.1679,52,-0.4491,89,0.39022,39,-1.0971,80,0.25575
ENSG00000116983,HPCAL4,32,-3.3522,28,-3.5119,236,-0.3758,282,-0.0953,513,0.89445,313,0.09044,483,0.92575
ENSG00000084072,PPIE,42,0.15108,22,-0.8519,60,0.73300,34,-0.1754,31,-0.3052,43,0.24510,32,-0.3145
ENSG00000131236,CAP1,182,0.22155,87,-0.9366,124,-0.3960,191,0.29995,177,0.17122,167,0.09985,164,0.05624
ENSG00000131238,PPT1,64,-0.8855,50,-1.2690,98,-0.2363,163,0.59505,98,-0.2363,141,0.46696,120,0.09804
ENSG00000117000,RLF,33,0.91544,35,0.97896,2,-2.9345,12,-0.6589,41,1.29047,14,-0.5973,12,-0.7100
ENSG00000084073,ZMPSTE24,27,-0.0691,21,-0.4542,23,-0.3538,35,0.35412,46,0.79057,33,0.32146,16,-0.9456
ENSG00000049089,COL9A2,107,1.60147,53,0.37572,80,1.07085,121,1.83613,16,-1.4863,6,-3.2025,14,-1.8242
ENSG00000084070,SMAP2,35,-1.6875,61,-0.8495,46,-1.2906,89,-0.2594,174,0.83263,134,0.52487,123,0.28571
ENSG00000117016,RIMS3,5,-4.2579,14,-2.9388,26,-2.0186,64,-0.6981,175,0.92701,128,0.53986,166,0.98391
ENSG00000066136,NFYC,15,-0.8540,14,-1.0217,33,0.32313,36,0.46231,38,0.55673,26,-0.0266,27,-0.0109
ENSG00000179862,CITED4,7,-0.8750,0,-7.4815,14,0.10320,18,0.50032,20,0.63747,16,0.39455,13,-0.0725
ENSG00000127124,HIVEP3,19,0.18403,2,-2.6828,6,-1.4326,10,-0.8208,47,1.71567,18,0.05692,17,-0.0319
ENSG00000198815,FOXJ3,21,-0.8584,8,-2.3353,35,-0.0981,20,-0.9604,73,1.12813,46,0.44326,39,0.08046
ENSG00000177181,RIMKLA,4,-2.7727,15,-0.9123,4,-2.7331,12,-1.2897,56,1.16912,43,0.98275,29,0.08739
ENSG00000127125,PPCS,34,-0.8232,58,-0.0159,62,0.08723,47,-0.3581,38,-0.6795,59,0.00731,85,0.71259
ENSG00000186409,CCDC30,44,0.62982,38,0.36398,23,-0.4404,4,-2.8791,77,1.62140,16,-1.1438,33,0.17752
ENSG00000171960,PPIH,3,-2.5865,10,-0.7178,30,1.04195,15,-0.1216,6,-1.4997,19,0.37508,20,0.37356
ENSG00000065978,YBX1,263,1.15038,233,0.93207,132,-0.0087,165,0.35262,49,-1.5259,58,-1.5063,156,0.29959
ENSG00000164008,C1orf50,23,-0.1398,16,-0.7276,32,0.38547,33,0.44073,15,-0.7723,29,0.30730,23,-0.1865
ENSG00000177868,SVBP,52,0.10933,34,-0.5774,52,0.10751,63,0.42475,47,-0.0568,45,-0.1657,52,0.12328
ENSG00000117394,SLC2A1,50,0.53329,23,-0.6936,75,1.22926,50,0.53464,27,-0.4266,29,-0.4056,23,-0.7286
ENSG00000117395,EBNA1BP2,54,-0.8159,41,-1.2292,67,-0.4898,85,-0.1309,73,-0.3740,118,0.54436,123,0.53825
ENSG00000179178,TMEM125,193,3.38467,50,0.53954,11,-1.7370,71,1.16138,9,-1.9811,6,-2.9530,2,-4.2822
ENSG00000066322,ELOVL1,285,3.26918,46,-0.2678,26,-1.1544,109,1.16329,9,-2.6131,9,-3.0065,22,-1.4648
ENSG00000159479,MED8,16,-0.5134,8,-1.4877,18,-0.3807,31,0.45811,25,0.15547,27,0.37021,24,0.10606
ENSG00000198198,SZT2,41,1.34167,32,0.92341,11,-0.8234,35,1.06060,15,-0.3434,9,-1.2781,12,-0.7643
ENSG00000178922,HYI,22,0.01897,24,0.16538,34,0.71699,53,1.50234,10,-1.1730,13,-0.9786,18,-0.3022
ENSG00000142949,PTPRF,126,0.33865,59,-0.8602,55,-0.9569,82,-0.3436,151,0.64244,106,0.08679,114,0.20651
ENSG00000066135,KDM4A,18,0.25373,12,-0.3239,8,-0.9691,0,-6.1077,22,0.60454,18,0.41994,18,0.31498
ENSG00000126091,ST3GAL3,1,-4.1839,6,-2.4223,46,0.59045,34,0.11434,57,0.95084,40,0.50773,27,-0.3133
ENSG00000117408,IPO13,150,1.14732,64,-0.2609,60,-0.3777,164,1.31217,49,-0.6910,49,-0.8358,62,-0.3433
ENSG00000117410,ATP6V0B,195,-0.9859,142,-1.4620,204,-0.9137,421,0.21936,303,-0.3064,609,1.20730,290,-0.4133
ENSG00000117411,B4GALT2,27,-1.3614,54,-0.3321,91,0.50942,55,-0.3030,83,0.35548,66,-0.0335,80,0.32643
ENSG00000159214,CCDC24,3,-2.1407,5,-1.6004,10,-0.6473,7,-1.0745,13,-0.1692,26,1.30993,16,0.16250
ENSG00000178028,DMAP1,34,-0.8725,41,-0.5894,48,-0.3588,62,0.04977,83,0.52387,73,0.44006,55,-0.1323
ENSG00000117419,ERI3,75,-1.1037,58,-1.4979,148,-0.0630,223,0.61098,112,-0.4966,198,0.55020,164,0.11614
ENSG00000187147,RNF220,203,0.68794,153,0.21820,118,-0.1933,173,0.42344,106,-0.3638,140,0.10135,81,-0.8605
ENSG00000142937,RPS8,2106,0.60701,2393,0.82491,2177,0.66311,1214,-0.2876,452,-1.7922,1101,-0.5457,1453,-0.0026
ENSG00000070785,EIF2B3,31,-0.0349,29,-0.1271,8,-1.9970,52,0.79048,26,-0.3326,39,0.44216,27,-0.2625
ENSG00000126088,UROD,29,-1.5875,40,-1.1171,108,0.42813,110,0.46331,70,-0.2677,99,0.39163,86,0.07408
ENSG00000117450,PRDX1,295,0.04967,122,-1.3114,417,0.62073,318,0.17401,152,-0.9863,294,0.05620,336,0.29998
ENSG00000117448,AKR1A1,51,-0.2248,22,-1.4974,75,0.37548,133,1.37690,19,-1.7075,61,0.07934,53,-0.1797
ENSG00000132780,NASP,241,1.48719,367,2.34218,42,-1.3459,85,-0.2764,52,-1.0269,37,-1.7954,58,-0.9496
ENSG00000159592,GPBP1L1,52,0.89916,33,0.12765,18,-0.8227,14,-1.1298,37,0.35627,30,0.01400,28,-0.1287
ENSG00000086015,MAST2,18,-0.5419,11,-1.2397,28,0.11938,17,-0.6509,31,0.30539,29,0.22937,33,0.45507
ENSG00000117461,PIK3R3,0,-4.7009,18,-0.1020,13,-0.6349,34,0.91480,25,0.43219,25,0.52880,14,-0.5079
ENSG00000085998,POMGNT1,72,0.37773,44,-0.4044,50,-0.2259,92,0.78140,60,0.06654,61,0.12619,36,-0.7893
ENSG00000132128,LRRC41,24,-0.5508,21,-0.7549,39,0.22007,31,-0.1287,27,-0.3180,43,0.50942,34,0.00131
ENSG00000173660,UQCRH,164,-1.7107,157,-1.7809,418,-0.2896,424,-0.2656,206,-1.3736,743,0.90171,707,0.65276
ENSG00000117481,NSUN4,22,0.52933,22,0.51908,2,-2.9228,21,0.46496,13,-0.3455,17,0.15764,14,-0.2552
ENSG00000117480,FAAH,119,1.60977,16,-1.6427,28,-0.7822,93,1.14811,41,-0.2118,36,-0.5162,32,-0.6672
ENSG00000282881,TMEM275,0,-8.0106,2,-3.1185,34,1.16941,8,-1.1243,26,0.70629,25,0.94356,11,-0.7021
ENSG00000079277,MKNK1,6,-1.8757,14,-0.5959,19,-0.1435,30,0.58676,24,0.24702,22,0.15373,24,0.24361
ENSG00000123472,ATPAF1,62,-0.8988,44,-1.4346,114,0.04828,116,0.07625,108,-0.0428,124,0.23460,147,0.51928
ENSG00000159658,EFCAB14,176,1.22183,153,0.97464,123,0.59492,74,-0.2150,64,-0.4567,41,-1.3477,70,-0.3406
ENSG00000186377,CYP4X1,0,-7.4975,2,-2.6984,11,-0.4572,17,0.15423,11,-0.4592,33,2.04121,6,-1.4344
ENSG00000162368,CMPK1,95,-0.4750,98,-0.4239,121,-0.0981,151,0.25519,135,0.07483,138,0.14825,136,0.10227
ENSG00000162373,BEND5,17,-0.9629,15,-1.1014,24,-0.4510,24,-0.4611,26,-0.3151,47,0.89894,35,0.18090
ENSG00000162374,ELAVL4,12,-3.4895,27,-2.3545,78,-0.8161,95,-0.5139,296,1.39006,209,1.09014,88,-0.6827
ENSG00000185104,FAF1,58,0.63129,22,-0.8959,44,0.17226,48,0.30232,41,0.04382,42,0.10769,29,-0.5439
ENSG00000123091,RNF11,111,-1.8894,94,-2.1313,341,-0.1793,314,-0.3121,537,0.55831,555,0.84989,378,-0.0159
ENSG00000085832,EPS15,201,0.38783,111,-0.5642,150,-0.0840,157,-0.0185,147,-0.1159,196,0.45665,116,-0.5469
ENSG00000117859,OSBPL9,61,1.54187,40,0.77507,13,-0.9771,29,0.26093,16,-0.7025,17,-0.7444,19,-0.4220
ENSG00000078618,NRDC,137,0.14908,197,0.75119,83,-0.6399,142,0.21167,163,0.43234,119,-0.0928,84,-0.6779
ENSG00000169213,RAB3B,11,-3.3446,46,-1.2742,198,1.05241,193,1.00586,275,1.66131,88,-0.3638,34,-1.8306
ENSG00000117862,TXNDC12,14,-0.9496,17,-0.6480,34,0.40391,35,0.42135,15,-0.8294,31,0.34494,28,0.09185
ENSG00000134717,BTF3L4,63,0.02280,22,-1.5683,89,0.59175,39,-0.7148,43,-0.5603,81,0.59217,60,-0.0634
ENSG00000157077,ZFYVE9,23,-0.4739,31,0.00884,12,-1.4089,32,0.03320,47,0.68590,33,0.12026,33,0.12039
ENSG00000134748,PRPF38A,102,1.30778,76,0.78170,56,0.27780,43,-0.1499,37,-0.3603,23,-1.3076,44,-0.1210
ENSG00000134744,TUT4,176,1.49284,231,2.02968,55,-0.4675,34,-1.1914,97,0.44792,18,-2.4160,45,-0.8344
ENSG00000162377,COA7,8,-1.5189,19,-0.2222,9,-1.3310,8,-1.5379,34,0.67087,31,0.69796,27,0.30638
ENSG00000162378,ZYG11B,60,-1.0863,52,-1.3054,129,0.09942,54,-1.2586,229,1.06693,171,0.76798,88,-0.5508
ENSG00000121310,ECHDC2,4,-2.0115,18,0.09773,32,1.03004,33,1.11258,17,-0.0100,5,-1.9572,25,0.70468
ENSG00000116171,SCP2,80,-0.0024,36,-1.2263,102,0.38755,66,-0.3175,73,-0.1484,91,0.25172,87,0.14925
ENSG00000162384,CZIB,41,-0.4182,33,-0.7383,53,-0.0237,83,0.72425,30,-0.8722,64,0.36881,52,-0.0576
ENSG00000162385,MAGOH,24,-0.1936,7,-1.9161,12,-1.2918,18,-0.6167,14,-0.9957,37,0.68187,43,0.85699
ENSG00000157193,LRP8,6,-2.6839,3,-3.6744,32,-0.1871,68,1.04178,73,1.17160,42,0.31823,27,-0.4928
ENSG00000058799,YIPF1,10,-0.5983,2,-2.6427,14,-0.1171,20,0.38876,24,0.70706,19,0.46481,13,-0.2975
ENSG00000081870,HSPB11,26,-0.6233,10,-1.9452,59,0.69153,30,-0.3641,25,-0.6732,53,0.70669,38,-0.0330
ENSG00000116209,TMEM59,295,0.78588,83,-1.2277,206,0.18807,239,0.42803,98,-0.9747,200,0.18125,157,-0.2775
ENSG00000116221,MRPL37,13,-2.4947,19,-1.9416,70,0.06877,99,0.63467,73,0.13937,95,0.77176,57,-0.2929
ENSG00000157216,SSBP3,67,-1.9489,70,-1.8806,276,0.22425,250,0.06642,408,0.87905,289,0.39903,232,-0.0651
ENSG00000243725,TTC4,15,-0.4269,15,-0.4424,18,-0.1803,38,1.03332,30,0.64816,18,-0.2515,16,-0.3870
ENSG00000116133,DHCR24,400,0.97934,130,-0.8330,66,-1.8635,251,0.19172,284,0.39348,287,0.55945,116,-1.0932
ENSG00000162402,USP24,30,0.20736,33,0.34218,31,0.25666,23,-0.2338,28,0.09517,25,-0.1005,22,-0.3117
ENSG00000162407,PLPP3,112,0.37743,56,-0.7154,190,1.28906,39,-1.2506,68,-0.4271,20,-2.5024,181,1.44918
ENSG00000162409,PRKAA2,6,-2.7415,13,-1.7392,23,-0.9269,32,-0.4115,92,1.34530,54,0.58958,43,0.06156
ENSG00000162601,MYSM1,74,1.07723,54,0.55364,7,-2.4777,26,-0.5827,58,0.66826,29,-0.5449,39,0.03677
ENSG00000177606,JUN,58,-0.4635,74,-0.0989,106,0.49158,44,-0.8778,122,0.72961,56,-0.6616,106,0.56909
ENSG00000134709,HOOK1,4,-2.9040,12,-1.3295,14,-1.0766,11,-1.4895,78,1.69506,35,0.38072,34,0.27462
ENSG00000162599,NFIA,371,1.07868,313,0.78445,319,0.81683,147,-0.4403,250,0.40472,61,-2.0464,183,-0.1137
ENSG00000162604,TM2D1,43,-0.3160,29,-0.9241,57,0.15201,46,-0.1910,43,-0.2941,61,0.32879,60,0.26612
ENSG00000162607,USP1,119,1.52970,117,1.49827,22,-1.1789,18,-1.4998,60,0.34837,23,-1.3237,40,-0.3549
ENSG00000116641,DOCK7,12,-1.0058,17,-0.4767,27,0.17578,21,-0.1925,46,1.10527,20,-0.3022,26,0.19627
ENSG00000125703,ATG4C,103,2.28728,20,-0.5530,13,-1.1719,56,1.09683,17,-0.7814,19,-0.7647,11,-1.5876
ENSG00000079739,PGM1,3,-3.0942,15,-1.0398,44,0.60160,42,0.52806,21,-0.5700,35,0.27366,37,0.35757
ENSG00000158966,CACHD1,13,-0.5300,6,-1.7335,24,0.43701,17,-0.1406,7,-1.4856,19,0.04257,30,0.97510
ENSG00000162434,JAK1,58,-0.1248,85,0.49462,62,-0.0049,47,-0.4456,100,0.77123,54,-0.2797,55,-0.2199
ENSG00000162433,AK4,7,-3.0330,17,-1.8303,77,0.49451,16,-1.8948,98,0.89396,60,0.11469,87,0.80397
ENSG00000116675,DNAJC6,355,0.03845,182,-1.0054,289,-0.2874,293,-0.2646,467,0.48680,512,0.89196,172,-1.1810
ENSG00000213625,LEPROT,40,0.60951,24,-0.2150,44,0.75426,31,0.16249,32,0.25062,12,-1.4870,35,0.41405
ENSG00000184588,PDE4B,144,1.75162,80,0.69268,55,0.07993,45,-0.2578,55,0.08446,29,-1.0862,29,-0.9869
ENSG00000118473,SGIP1,40,-1.4997,48,-1.2358,100,-0.0874,100,-0.0896,157,0.63916,132,0.47607,110,0.06164
ENSG00000198160,MIER1,115,1.39521,149,1.89645,16,-1.7096,14,-1.9005,56,0.16368,20,-1.6362,47,-0.1142
ENSG00000142864,SERBP1,349,0.94858,342,0.91310,161,-0.3239,95,-1.1239,190,-0.0552,132,-0.7685,220,0.19704
ENSG00000116717,GADD45A,15,-0.8659,22,-0.2953,30,0.19613,11,-1.3225,25,-0.0902,36,0.67530,27,0.02898
ENSG00000172380,GNG12,1,-3.5128,5,-1.7851,64,2.21768,14,-0.4352,32,0.89388,5,-2.1051,26,0.64272
ENSG00000116729,WLS,7,-3.0706,21,-1.4437,151,1.80692,77,0.59811,66,0.33831,26,-1.3274,68,0.45135
ENSG00000033122,LRRC7,22,-1.4606,13,-2.2185,39,-0.5875,40,-0.5339,106,1.04656,79,0.76368,54,-0.0927
ENSG00000066557,LRRC40,18,-0.2108,7,-1.5314,5,-1.9487,19,-0.1170,20,-0.0083,27,0.58023,27,0.52441
ENSG00000116754,SRSF11,597,1.04608,909,1.83741,237,-0.4708,361,0.19792,305,-0.0745,148,-1.4056,171,-1.0578
ENSG00000118454,ANKRD13C,46,0.70962,4,-2.8521,30,0.00663,15,-1.0619,36,0.30274,35,0.34453,31,0.06399
ENSG00000132485,ZRANB2,256,0.72995,259,0.74721,91,-0.9214,121,-0.4794,200,0.31250,127,-0.5088,169,0.04681
ENSG00000172260,NEGR1,70,-1.9222,120,-1.1089,178,-0.5101,212,-0.2366,450,1.01188,339,0.72259,205,-0.3217
ENSG00000178965,ERICH3,5,-3.9249,38,-1.0259,47,-0.6882,54,-0.4836,198,1.73107,84,0.28240,70,-0.0847
ENSG00000116791,CRYZ,7,-1.4869,0,-4.8139,13,-0.6317,37,1.00007,15,-0.4141,38,1.57616,7,-1.7047
ENSG00000162623,TYW3,53,0.31851,54,0.33289,40,-0.1268,45,0.02838,45,0.03327,38,-0.2792,43,-0.0153
ENSG00000117054,ACADM,46,0.22762,38,-0.0509,37,-0.1269,25,-0.7019,39,-0.0268,38,-0.0845,49,0.38050
ENSG00000137955,RABGGTB,26,-0.8373,50,0.17807,85,1.08992,49,0.17028,30,-0.6333,49,0.20382,29,-0.7418
ENSG00000117069,ST6GALNAC5,0,-8.9807,1,-4.6318,1,-5.0424,25,-0.3979,32,-0.0250,72,2.25604,23,-0.5725
ENSG00000142892,PIGK,35,0.12231,12,-1.4860,42,0.41505,42,0.38482,25,-0.4441,42,0.51664,23,-0.5875
ENSG00000154027,AK5,171,-0.9238,126,-1.3852,251,-0.3349,163,-1.0012,395,0.39078,498,1.11266,252,-0.3690
ENSG00000036549,AC118549.1,62,1.04936,65,1.12731,13,-1.4051,51,0.70600,27,-0.2978,29,-0.2199,12,-1.6852
ENSG00000077254,USP33,81,-0.1421,65,-0.4869,76,-0.2425,83,-0.0898,121,0.51122,114,0.55490,58,-0.7219
ENSG00000180488,MIGA1,161,0.53776,121,0.07441,50,-1.2785,71,-0.7618,212,1.01155,129,0.23060,77,-0.6988
ENSG00000162613,FUBP1,72,0.68239,40,-0.2558,32,-0.6329,21,-1.2288,75,0.73739,43,-0.1907,53,0.19197
ENSG00000162616,DNAJB4,22,-0.2253,17,-0.5725,30,0.28853,9,-1.4728,33,0.47194,28,0.23860,27,0.14301
ENSG00000117114,ADGRL2,0,-8.2613,5,-2.0546,3,-2.7175,2,-3.0386,33,0.86926,36,1.56211,21,0.14284
ENSG00000137941,TTLL7,1357,2.40342,841,1.42280,82,-2.2626,206,-0.8978,396,0.12525,187,-1.2428,109,-1.9711
ENSG00000142875,PRKACB,328,-0.1315,137,-1.4673,285,-0.3543,259,-0.5016,394,0.15946,525,0.88204,294,-0.3407
ENSG00000117133,RPF1,34,0.33724,21,-0.4300,20,-0.5319,21,-0.4268,31,0.15445,31,0.18757,30,0.13131
ENSG00000174021,GNG5,17,-0.7865,14,-1.0562,43,0.67506,49,0.90039,11,-1.4256,14,-1.2819,53,1.27384
ENSG00000117155,SSX2IP,19,-2.3422,41,-1.1693,47,-0.9765,30,-1.6448,169,1.08790,129,0.86412,95,0.12675
ENSG00000162642,C1orf52,32,-0.7425,21,-1.3544,37,-0.5352,49,-0.0847,58,0.17455,79,0.96525,42,-0.3598
ENSG00000153904,DDAH1,29,-3.1380,35,-2.8752,380,0.78763,195,-0.3032,306,0.42047,282,0.38212,285,0.34683
ENSG00000117174,ZNHIT6,108,1.07725,141,1.56743,60,0.10241,29,-1.0163,51,-0.1608,28,-1.2794,46,-0.3576
ENSG00000122417,ODF2L,72,0.26782,94,0.70027,13,-2.2780,13,-2.2684,133,1.31747,62,0.02869,50,-0.3594
ENSG00000097033,SH3GLB1,94,1.07448,72,0.62487,42,-0.2412,37,-0.4612,52,0.10149,30,-0.9184,52,0.10717
ENSG00000183291,SELENOF,107,0.23164,74,-0.3502,87,-0.1063,90,-0.0547,74,-0.3519,104,0.23832,92,-0.0149
ENSG00000153936,HS2ST1,3,-3.1720,8,-1.9926,34,0.14003,13,-1.2838,49,0.74642,47,0.93831,31,-0.0009
ENSG00000143013,LMO4,185,-1.9507,220,-1.6944,221,-1.6906,199,-1.8471,1394,1.25695,900,0.67493,862,0.48762
ENSG00000065243,PKN2,94,1.74872,91,1.67819,28,-0.3085,6,-2.4837,32,-0.1326,13,-1.7039,27,-0.4387
ENSG00000137947,GTF2B,15,-0.4090,5,-1.8821,21,0.04146,6,-1.8172,10,-1.0802,27,0.68176,31,0.79828
ENSG00000137944,KYAT3,12,-1.0828,3,-2.7591,8,-1.6997,26,0.14784,17,-0.5402,34,0.82112,35,0.70430
ENSG00000213516,RBMXL1,33,0.66398,54,1.52841,26,0.27933,7,-1.7226,23,0.04945,13,-1.0162,20,-0.2050
ENSG00000197147,LRRC8B,97,0.18992,32,-1.5190,35,-1.3534,28,-1.7165,150,0.92261,114,0.63389,87,0.02179
ENSG00000171492,LRRC8D,130,2.55024,30,-0.1187,16,-1.0980,27,-0.3142,30,-0.1229,20,-0.9082,17,-1.1214
ENSG00000162664,ZNF326,264,1.59287,377,2.33353,52,-1.0836,87,-0.2932,79,-0.4423,35,-1.9165,41,-1.5336
ENSG00000233593,LINC02609,33,0.56234,50,1.31773,12,-1.0198,11,-1.1252,5,-2.2003,28,0.45535,17,-0.5251
ENSG00000122482,ZNF644,164,1.79318,171,1.87540,22,-1.5084,6,-3.2356,84,0.57829,20,-1.8529,39,-0.6825
ENSG00000172031,EPHX4,2,-3.0669,3,-2.7016,0,-6.5140,17,-0.1961,9,-1.0602,39,1.91129,20,0.11232
ENSG00000189195,BTBD8,182,0.34545,149,0.01229,35,-2.1600,25,-2.6722,360,1.53750,137,-0.1505,156,0.10325
ENSG00000122484,RPAP2,95,0.86615,122,1.31830,33,-0.8437,25,-1.2304,136,1.51222,21,-1.7426,44,-0.4258
ENSG00000067208,EVI5,158,1.59971,205,2.13222,23,-1.5142,15,-2.0879,68,0.14750,20,-1.9848,47,-0.4987
ENSG00000122406,RPL5,860,0.35350,842,0.31868,887,0.40501,798,0.23164,326,-1.1661,567,-0.3929,751,0.14927
ENSG00000154511,DIPK1A,44,0.68086,8,-1.9411,20,-0.5685,44,0.69863,30,0.07041,32,0.23128,23,-0.4027
ENSG00000143033,MTF2,55,0.93010,52,0.83322,21,-0.5716,12,-1.4309,54,0.89749,24,-0.4796,22,-0.5679
ENSG00000117500,TMED5,32,0.39328,18,-0.4978,30,0.26929,25,0.02157,27,0.12769,25,0.01405,21,-0.2880
ENSG00000117505,DR1,23,-1.0087,32,-0.4923,80,0.97790,18,-1.3310,44,0.00786,53,0.39030,42,-0.0691
ENSG00000137942,FNBP1L,9,-1.3993,17,-0.5364,47,1.09697,20,-0.3067,54,1.37191,19,-0.4182,18,-0.5277
ENSG00000067334,DNTTIP2,136,1.00958,120,0.79027,39,-0.9763,39,-0.9724,79,0.10430,59,-0.4345,75,0.01341
ENSG00000023909,GCLM,14,-0.9525,17,-0.6228,33,0.38692,8,-1.8277,32,0.34792,39,0.89827,20,-0.4662
ENSG00000117528,ABCD3,77,1.11173,44,0.15138,43,0.10799,14,-1.5426,38,-0.0602,34,-0.3292,40,0.01967
ENSG00000117525,F3,6,-2.0403,8,-1.7407,69,1.77803,12,-1.0616,24,-0.0508,8,-1.8471,52,1.48531
ENSG00000117519,CNN3,59,-0.4855,48,-0.7908,161,1.17166,83,0.06036,61,-0.4416,49,-0.9165,121,0.78756
ENSG00000152078,TLCD4,18,-0.5487,6,-2.1756,12,-1.1542,0,-4.8963,50,1.14577,30,0.40112,38,0.74582
ENSG00000228971,LINC02607,0,-7.3004,8,-2.4239,47,0.12234,68,0.72069,60,0.51454,61,0.74648,35,-0.3806
ENSG00000117569,PTBP2,75,0.34332,16,-1.9783,70,0.21109,94,0.71686,56,-0.1286,72,0.35193,41,-0.6820
ENSG00000117598,PLPPR5,1,-4.2645,2,-3.2689,41,0.75985,28,0.13627,36,0.52787,37,0.81288,19,-0.5242
