Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000185274,GALNT17,5,-3.9511,20,-2.0953,31,-1.4772,115,0.57473,107,0.46642,143,1.40616,49,-0.8437
ENSG00000183166,CALN1,41,-0.6663,20,-1.7368,21,-1.6840,67,0.08876,102,0.79756,82,0.57714,67,0.10007
ENSG00000196313,POM121,22,-0.6791,5,-2.7919,42,0.36947,23,-0.5561,49,0.60554,44,0.59001,31,-0.1222
ENSG00000130305,NSUN5,25,-0.6102,11,-1.7291,39,0.10778,83,1.38805,37,0.01593,35,-0.0843,32,-0.2009
ENSG00000009954,BAZ1B,407,1.33951,636,2.22699,73,-1.4398,62,-1.6722,262,0.56836,72,-1.6967,99,-1.0597
ENSG00000106635,BCL7B,31,-0.7451,23,-1.1993,40,-0.3433,47,-0.1020,55,0.14334,71,0.77528,46,-0.1402
ENSG00000009950,MLXIPL,0,-5.5255,6,-1.3777,22,0.45209,19,0.23675,41,1.59363,20,0.47137,7,-1.4278
ENSG00000176410,DNAJC30,17,-1.2775,11,-1.9108,41,0.10608,35,-0.1665,30,-0.3680,53,0.68653,47,0.36157
ENSG00000071462,BUD23,82,0.77877,39,-0.4368,46,-0.1784,21,-1.3720,71,0.52848,55,0.14200,45,-0.2443
ENSG00000106089,STX1A,4,-5.1134,27,-2.6096,63,-1.3808,127,-0.3028,192,0.36002,295,1.66021,119,-0.4436
ENSG00000106683,LIMK1,3,-3.7315,7,-2.6870,38,-0.2462,47,0.11440,61,0.51732,55,0.48134,60,0.56633
ENSG00000106682,EIF4H,202,-0.2249,96,-1.3750,230,-0.0205,284,0.31737,181,-0.3971,275,0.35212,257,0.17696
ENSG00000049541,RFC2,5,-1.8419,7,-1.3757,21,0.28257,38,1.28147,10,-0.8287,14,-0.3767,26,0.70909
ENSG00000106665,CLIP2,91,-0.1267,116,0.27117,119,0.30711,154,0.73807,107,0.13778,85,-0.2922,71,-0.5713
ENSG00000263001,GTF2I,500,0.18942,389,-0.2151,603,0.49764,585,0.44621,388,-0.2162,388,-0.2724,409,-0.1495
ENSG00000274070,CASTOR2,37,-0.7136,36,-0.7733,79,0.49253,82,0.53963,61,0.05861,51,-0.2913,70,0.32256
ENSG00000274523,RCC1L,11,-0.8108,12,-0.7952,22,0.17101,17,-0.2325,21,0.13675,26,0.63623,17,-0.2468
ENSG00000272391,POM121C,16,-1.0106,24,-0.4012,21,-0.6267,32,0.00880,38,0.29804,38,0.39918,35,0.18381
ENSG00000127946,HIP1,230,2.45287,192,2.05285,43,-0.5409,42,-0.5862,31,-1.0210,10,-2.9780,19,-1.8981
ENSG00000005486,RHBDD2,57,-2.7988,69,-2.5231,276,-0.4478,466,0.38653,538,0.62867,540,0.88032,322,-0.2314
ENSG00000127948,POR,11,-2.0006,7,-2.6215,35,-0.3160,62,0.60941,38,-0.1639,51,0.41302,58,0.60019
ENSG00000189077,TMEM120A,24,-0.6549,9,-2.1034,43,0.23054,57,0.70578,42,0.20275,40,0.12917,39,0.06775
ENSG00000127952,STYXL1,19,0.02679,26,0.51135,15,-0.3732,34,0.98123,14,-0.3994,18,-0.0216,12,-0.7663
ENSG00000146701,MDH2,41,-2.2466,38,-2.3314,160,-0.1819,206,0.22249,103,-0.8631,285,1.07342,198,0.17215
ENSG00000177679,SRRM3,0,-8.6897,10,-1.4553,26,0.02026,7,-1.9645,73,1.77641,27,0.05158,33,0.40407
ENSG00000106211,HSPB1,49,-1.6655,135,-0.1329,384,1.67570,188,0.40873,109,-0.4648,82,-1.0726,176,0.33594
ENSG00000170027,YWHAG,136,-2.6830,129,-2.7667,577,-0.5244,577,-0.5253,1323,0.82345,1346,1.23181,634,-0.4182
ENSG00000135205,CCDC146,51,1.57181,70,2.20682,6,-1.8310,0,-7.4992,33,0.80042,7,-1.8475,11,-0.9695
ENSG00000127947,PTPN12,28,-0.1794,82,1.62964,28,-0.2169,5,-2.6887,27,-0.2727,28,-0.2323,32,-0.0084
ENSG00000187257,RSBN1L,125,0.92256,94,0.43679,29,-1.3593,100,0.53802,127,0.94662,43,-0.9635,57,-0.4104
ENSG00000006576,PHTF2,45,1.27874,15,-0.5050,11,-0.9301,25,0.29936,20,-0.0857,19,-0.1687,18,-0.2993
ENSG00000187391,MAGI2,118,0.98297,99,0.68379,28,-1.2976,34,-0.9980,88,0.48528,51,-0.4780,66,0.02368
ENSG00000234456,MAGI2-AS3,139,1.76944,84,0.85279,51,0.01594,69,0.51664,42,-0.2732,20,-1.6552,29,-0.9297
ENSG00000127955,GNAI1,217,1.51315,42,-1.1566,66,-0.4734,105,0.25618,76,-0.2565,96,0.13245,52,-0.9331
ENSG00000075223,SEMA3C,29,-0.0398,11,-1.5296,59,1.15073,73,1.53555,39,0.45669,7,-2.3572,32,0.12643
ENSG00000153956,CACNA2D1,36,-1.2111,23,-1.8766,41,-0.9934,16,-2.3804,154,1.13033,105,0.63887,100,0.45479
ENSG00000186472,PCLO,89,-1.9402,189,-0.8124,198,-0.7417,246,-0.4061,1080,2.20524,308,-0.0705,229,-0.5708
ENSG00000170381,SEMA3E,2,-3.6434,14,-1.0801,30,0.07979,53,1.02704,73,1.61689,33,0.31908,7,-2.2791
ENSG00000075213,SEMA3A,3,-2.7152,2,-3.2265,32,0.95599,20,0.21728,40,1.36730,23,0.54592,6,-1.6828
ENSG00000198822,GRM3,357,1.93988,85,-0.5380,80,-0.6224,97,-0.3219,101,-0.2652,96,-0.4271,92,-0.4493
ENSG00000164659,KIAA1324L,88,2.04880,23,-0.2553,33,0.27740,46,0.85413,14,-0.9854,18,-0.8358,9,-1.7951
ENSG00000135164,DMTF1,84,0.66785,120,1.29217,35,-0.7183,91,0.79303,65,0.23010,39,-0.7054,24,-1.3745
ENSG00000182165,TP53TG1,23,0.13946,10,-1.0932,47,1.32790,18,-0.2953,6,-1.7519,16,-0.5794,31,0.67666
ENSG00000005469,CROT,14,-0.0051,5,-1.4254,4,-1.8957,0,-4.5907,17,0.30667,23,1.11595,16,0.21263
ENSG00000105784,RUNDC3B,2,-3.7046,12,-1.2949,48,0.90081,7,-2.0864,52,1.03106,37,0.61578,24,-0.2929
ENSG00000075303,SLC25A40,6,-2.2204,14,-0.9112,9,-1.6059,30,0.25358,27,0.10981,42,1.17224,22,-0.2837
ENSG00000008277,ADAM22,24,-1.4656,27,-1.3157,46,-0.4971,63,0.00750,103,0.81828,82,0.56858,61,-0.0665
ENSG00000075142,SRI,93,-0.9309,58,-1.6409,197,0.24405,151,-0.1788,97,-0.8672,178,0.10332,282,0.99259
ENSG00000157214,STEAP2,3,-3.4676,11,-1.6071,4,-3.1195,7,-2.2980,60,0.97796,52,1.01271,46,0.61489
ENSG00000105793,GTPBP10,20,0.16971,6,-1.6847,5,-1.8534,14,-0.3704,33,0.99595,22,0.45065,18,-0.0386
ENSG00000157224,CLDN12,1,-3.7245,0,-4.2346,26,0.89413,10,-0.6515,19,0.41008,20,0.63256,16,0.18025
ENSG00000058091,CDK14,10,-3.3998,10,-3.2858,44,-1.1978,56,-0.8406,184,1.07773,177,1.51405,64,-0.7000
ENSG00000127914,AKAP9,793,1.18857,964,1.54966,171,-1.2863,150,-1.4750,775,1.14734,197,-1.2734,240,-0.8421
ENSG00000001630,CYP51A1,195,0.66277,75,-0.8527,141,0.12878,136,0.06656,149,0.21466,140,0.15361,93,-0.5849
ENSG00000001631,KRIT1,55,1.37779,36,0.60454,11,-1.2502,15,-0.7089,57,1.44054,9,-1.7645,22,-0.1930
ENSG00000001629,ANKIB1,412,2.21343,370,1.98662,87,-0.5142,26,-2.3136,106,-0.2046,29,-2.4417,60,-1.1842
ENSG00000157259,GATAD1,163,1.75300,101,0.87146,25,-1.3411,41,-0.5836,73,0.32666,34,-1.0495,46,-0.4607
ENSG00000244055,AC007566.1,57,1.97823,28,0.66763,15,-0.3487,29,0.72257,7,-1.5106,12,-0.7972,7,-1.6256
ENSG00000127980,PEX1,53,1.33986,41,0.88938,4,-2.5409,9,-1.4323,34,0.56592,19,-0.4152,20,-0.3179
ENSG00000127993,RBM48,30,0.94238,23,0.50516,19,0.18990,16,-0.0863,16,-0.0745,14,-0.3325,11,-0.7268
ENSG00000234545,FAM133B,388,1.51301,415,1.64130,85,-0.9903,100,-0.7461,140,-0.2225,70,-1.4973,135,-0.3080
ENSG00000105810,CDK6,58,2.04035,45,1.53757,19,0.07788,15,-0.2595,5,-1.7869,9,-1.1941,5,-1.8806
ENSG00000004766,VPS50,21,-0.9582,7,-2.5545,14,-1.4795,34,-0.1961,52,0.48502,64,1.21899,32,-0.3224
ENSG00000127920,GNG11,14,-0.8792,38,0.66904,73,1.83833,16,-0.6862,3,-3.1354,12,-1.2967,36,0.65836
ENSG00000127995,CASD1,50,-0.5964,26,-1.5705,63,-0.2392,47,-0.6928,172,1.46234,95,0.56662,45,-0.8412
ENSG00000127990,SGCE,79,1.16997,30,-0.4183,32,-0.3308,54,0.51646,31,-0.3851,31,-0.4358,36,-0.1305
ENSG00000242265,PEG10,71,-1.5022,76,-1.3996,143,-0.4320,184,-0.0398,368,1.12302,155,-0.3856,289,0.82101
ENSG00000158528,PPP1R9A,226,0.44503,326,1.06972,64,-1.5203,56,-1.7071,395,1.42070,143,-0.3716,113,-0.7271
ENSG00000105854,PON2,107,-0.0404,64,-0.8359,274,1.56834,73,-0.6493,61,-0.9124,38,-1.8794,204,1.23111
ENSG00000004799,PDK4,225,2.97422,111,1.42288,46,-0.0546,38,-0.3655,18,-1.4612,3,-4.3757,16,-1.7478
ENSG00000158560,DYNC1I1,60,-1.6246,101,-0.8399,71,-1.3798,142,-0.3161,294,0.87935,268,1.00603,131,-0.4843
ENSG00000127922,SEM1,137,-0.0795,51,-1.5919,107,-0.4686,111,-0.4105,70,-1.1145,173,0.40626,220,0.82400
ENSG00000231764,DLX6-AS1,3,-3.5026,16,-1.0590,21,-0.6634,19,-0.7601,83,1.65104,9,-2.0977,74,1.78521
ENSG00000006128,TAC1,0,-9.7617,6,-3.2119,23,-1.3384,17,-1.7898,106,1.08561,105,1.60066,44,-0.4051
ENSG00000164715,LMTK2,7,-2.5345,8,-2.3242,16,-1.3846,37,-0.1541,51,0.36710,66,1.16859,43,0.10460
ENSG00000205356,TECPR1,17,-1.2958,32,-0.3481,43,0.12191,53,0.46221,71,0.97738,39,-0.0485,32,-0.3569
ENSG00000164713,BRI3,78,-0.5125,29,-2.0164,149,0.51891,144,0.45976,35,-1.7354,122,0.23903,143,0.51280
ENSG00000106236,NPTX2,11,-2.5895,8,-2.9976,27,-1.3171,55,-0.2153,83,0.44057,111,1.34346,59,-0.1286
ENSG00000166448,TMEM130,22,-4.2244,62,-2.7258,251,-0.6494,335,-0.2006,663,0.92533,563,0.89638,390,0.04701
ENSG00000196367,TRRAP,30,0.59727,15,-0.4858,13,-0.6750,21,0.06566,20,-0.0387,19,-0.1768,25,0.34368
ENSG00000198742,SMURF1,12,-0.7353,13,-0.5942,20,0.03273,30,0.67122,23,0.26653,23,0.37328,14,-0.5996
ENSG00000241685,ARPC1A,84,-0.6551,45,-1.5893,91,-0.5386,114,-0.1793,105,-0.3195,179,0.75109,152,0.31530
ENSG00000106244,PDAP1,150,0.21807,154,0.26661,49,-1.5077,125,-0.0694,139,0.09888,126,-0.0831,157,0.33639
ENSG00000106245,BUD31,80,-0.3359,43,-1.2943,93,-0.0992,128,0.40870,69,-0.5784,111,0.24521,123,0.39280
ENSG00000160917,CPSF4,15,-0.9415,21,-0.4581,34,0.25525,11,-1.4921,39,0.50718,32,0.23649,35,0.36464
ENSG00000241468,ATP5MF,131,-1.6723,91,-2.2162,336,-0.2423,409,0.07279,143,-1.5484,579,0.89978,531,0.57631
ENSG00000197343,ZNF655,56,0.31535,42,-0.1557,30,-0.6853,39,-0.2783,68,0.63912,49,0.12682,40,-0.2571
ENSG00000106261,ZKSCAN1,483,1.66846,496,1.72229,94,-1.0453,95,-1.0370,262,0.57269,81,-1.4890,86,-1.2688
ENSG00000166526,ZNF3,39,1.18981,55,1.82870,22,0.20414,3,-2.5977,16,-0.2306,7,-1.6146,16,-0.2468
ENSG00000168090,COPS6,75,-0.8940,84,-0.7140,105,-0.3706,169,0.38566,97,-0.4891,157,0.35030,165,0.39634
ENSG00000166508,MCM7,63,1.26852,72,1.51701,51,0.88194,44,0.62023,17,-0.8730,9,-2.1148,12,-1.4375
ENSG00000106290,TAF6,5,-2.9658,6,-2.6226,38,0.07989,67,1.00376,32,-0.1928,42,0.31907,44,0.36827
ENSG00000188186,LAMTOR4,182,-0.3121,120,-0.9564,235,0.08837,267,0.29758,132,-0.8147,258,0.31565,256,0.26188
ENSG00000146826,MAP11,1,-3.4928,0,-5.2621,13,-0.2079,19,0.37133,14,-0.0725,27,1.47047,10,-0.6739
ENSG00000239521,CASTOR3,91,-0.0396,133,0.56902,100,0.10920,166,0.95195,86,-0.1432,75,-0.4241,67,-0.5773
ENSG00000121716,PILRB,40,0.59996,22,-0.3474,41,0.64190,35,0.40076,42,0.68436,20,-0.5858,17,-0.7909
ENSG00000078487,ZCWPW1,41,1.58591,42,1.62853,4,-2.1778,9,-0.9278,13,-0.3403,12,-0.5578,9,-1.0332
ENSG00000146834,MEPCE,16,-0.8751,17,-0.8325,47,0.82268,36,0.36947,29,0.01518,31,0.18476,24,-0.3302
ENSG00000160813,PPP1R35,11,-0.6380,0,-5.4830,13,-0.4809,37,1.26276,12,-0.6125,26,0.86772,12,-0.6182
ENSG00000166925,TSC22D4,569,0.81725,322,-0.1195,844,1.52947,521,0.66666,109,-1.7672,153,-1.4876,324,-0.1247
ENSG00000166924,NYAP1,0,-5.5485,8,-1.0421,9,-0.7914,3,-2.4743,25,0.73645,23,0.80595,22,0.65151
ENSG00000077080,ACTL6B,4,-3.7661,4,-3.8115,42,-0.4727,85,0.65135,64,0.19344,81,0.81056,62,0.16969
ENSG00000172354,GNB2,32,-2.4691,65,-1.4115,201,0.33473,167,0.04094,190,0.25032,209,0.53771,175,0.12718
ENSG00000146830,GIGYF1,27,0.60662,19,0.00686,35,1.02425,16,-0.2758,26,0.55705,14,-0.5659,11,-0.8546
ENSG00000172336,POP7,21,-1.4149,15,-1.9494,34,-0.7171,54,0.00832,41,-0.4212,81,0.94959,64,0.32689
ENSG00000146828,SLC12A9,45,1.45512,29,0.68573,25,0.42274,20,0.11348,15,-0.3350,9,-1.2964,14,-0.5205
ENSG00000087087,SRRT,45,0.07227,126,1.87245,55,0.37491,32,-0.4587,44,0.02116,25,-1.0059,28,-0.7646
ENSG00000087085,ACHE,7,-1.7963,14,-0.9058,8,-1.6876,51,1.21160,28,0.20376,36,0.82159,16,-0.7351
ENSG00000169871,TRIM56,138,2.08104,159,2.39382,41,-0.0735,30,-0.5369,17,-1.3622,7,-2.9764,11,-2.1929
ENSG00000106367,AP1S1,32,-2.6781,28,-2.8663,79,-1.3547,123,-0.6843,188,-0.0291,253,0.61795,351,1.21146
ENSG00000128564,VGF,10,-3.8887,27,-2.5091,49,-1.6075,201,0.57957,204,0.59929,228,1.12956,119,-0.3098
ENSG00000106397,PLOD3,64,2.31245,12,-0.5353,16,-0.1354,37,1.23361,10,-0.7809,9,-1.2737,5,-1.8985
ENSG00000106400,ZNHIT1,166,0.00367,120,-0.4981,158,-0.0680,169,0.03721,96,-0.8497,159,-0.0793,233,0.65181
ENSG00000214253,FIS1,467,0.62174,270,-0.2677,350,0.14756,434,0.50075,126,-1.4304,310,-0.0635,309,-0.0582
ENSG00000128581,IFT22,12,-2.3089,22,-1.4142,58,0.07139,57,0.03430,55,0.00037,68,0.45878,72,0.49577
ENSG00000257923,CUX1,102,1.00172,82,0.63045,39,-0.5527,66,0.25736,60,0.10585,28,-1.2853,64,0.23431
ENSG00000128563,PRKRIP1,50,0.79891,36,0.27875,32,0.09403,21,-0.5380,31,0.05516,23,-0.5752,33,0.13371
ENSG00000160991,ORAI2,5,-3.5832,22,-1.3982,46,-0.2711,55,0.01517,128,1.47378,63,0.30519,50,-0.1578
ENSG00000160993,ALKBH4,8,-0.9576,7,-1.2446,40,1.54540,1,-3.5950,29,0.94549,20,0.44302,8,-1.1273
ENSG00000005075,POLR2J,74,-0.5197,58,-0.8928,141,0.50596,121,0.25329,37,-1.5617,100,-0.0815,153,0.73502
ENSG00000285437,POLR2J3,116,1.74762,109,1.61693,27,-0.7018,15,-1.5783,93,1.33706,9,-2.6535,19,-1.3146
ENSG00000267368,UPK3BL1,22,-0.8316,26,-0.5902,72,1.05675,58,0.68004,32,-0.2897,37,-0.0490,30,-0.4202
ENSG00000170632,ARMC10,63,0.01172,25,-1.3905,28,-1.1954,79,0.39583,47,-0.4253,87,0.75853,58,-0.1100
ENSG00000161048,NAPEPLD,94,1.06045,46,-0.1125,34,-0.6066,49,-0.0057,76,0.69240,44,-0.2267,32,-0.7331
ENSG00000105819,PMPCB,40,-0.6763,24,-1.4412,45,-0.5107,68,0.13503,58,-0.1267,90,0.81927,60,-0.0766
ENSG00000105821,DNAJC2,65,-0.1140,110,0.75900,36,-1.0046,68,-0.0262,99,0.57089,54,-0.5044,78,0.20814
ENSG00000161057,PSMC2,58,-0.2340,12,-2.5395,60,-0.1984,103,0.69888,64,-0.0851,83,0.44975,64,-0.0937
ENSG00000164815,ORC5,6,-1.4554,8,-0.9955,9,-0.7291,13,-0.2116,16,0.08764,23,0.85773,17,0.13302
ENSG00000005483,KMT2E,521,1.52571,656,1.98116,112,-1.0087,98,-1.2073,286,0.46674,68,-2.0147,134,-0.8012
ENSG00000135250,SRPK2,559,0.77438,551,0.74944,208,-0.8142,206,-0.8305,506,0.60451,319,-0.1898,257,-0.5363
ENSG00000008282,SYPL1,163,2.41719,43,-0.0069,59,0.49552,76,0.93105,11,-2.0439,15,-1.8517,18,-1.4214
ENSG00000105835,NAMPT,27,-0.3322,15,-1.2265,26,-0.4165,28,-0.2926,34,0.04720,41,0.43608,41,0.36497
ENSG00000005249,PRKAR2B,10,-2.9657,22,-1.8610,22,-1.8367,34,-1.2255,107,0.56916,119,1.07018,100,0.53270
ENSG00000105856,HBP1,58,1.56121,24,0.02145,18,-0.4039,48,1.18114,17,-0.4978,18,-0.5449,8,-1.6663
ENSG00000164597,COG5,22,0.17388,4,-2.2058,16,-0.3618,20,0.04401,13,-0.6140,26,0.60016,22,0.18444
ENSG00000172209,GPR22,7,-2.7288,14,-1.8329,23,-1.0978,18,-1.4870,71,0.66012,80,1.22890,51,0.13428
ENSG00000075790,BCAP29,135,0.30883,108,-0.0564,42,-1.5058,56,-1.0742,170,0.69206,133,0.36530,104,-0.1219
ENSG00000233705,SLC26A4-AS1,35,-1.5600,41,-1.3304,55,-0.8886,36,-1.5285,78,-0.3641,176,1.43925,103,0.09459
ENSG00000105879,CBLL1,18,0.28822,9,-0.8637,2,-2.8009,17,0.14655,19,0.37326,18,0.31358,17,0.21101
ENSG00000091140,DLD,23,-1.5643,9,-2.8592,39,-0.7529,75,0.25829,68,0.09535,100,1.05352,61,-0.0670
ENSG00000091136,LAMB1,0,-5.8065,12,-0.4515,0,-5.7302,8,-1.1600,22,0.40400,19,0.21216,35,1.49566
ENSG00000091129,NRCAM,45,-2.7486,95,-1.6558,233,-0.2930,213,-0.4300,474,0.87318,419,0.92499,242,-0.2612
ENSG00000135241,PNPLA8,70,-0.0155,53,-0.4742,53,-0.4759,26,-1.5447,105,0.63047,83,0.33152,78,0.16665
ENSG00000177683,THAP5,75,0.93725,23,-0.9619,43,0.01185,26,-0.7628,53,0.36600,40,-0.1135,42,-0.0053
ENSG00000128590,DNAJB9,17,-0.9488,4,-2.9432,34,0.10855,10,-1.7846,31,-0.0242,60,1.59623,20,-0.7400
ENSG00000173114,LRRN3,20,-1.5457,16,-1.8189,20,-1.5312,54,0.00013,105,1.10497,65,0.40109,66,0.34875
ENSG00000128512,DOCK4,53,-0.1034,47,-0.3115,63,0.16385,41,-0.4917,92,0.78812,62,0.17510,43,-0.4677
ENSG00000198839,ZNF277,22,-0.2843,46,0.88275,12,-1.1606,16,-0.8262,37,0.53088,21,-0.4980,36,0.55696
ENSG00000006652,IFRD1,29,-0.0224,20,-0.6282,17,-0.8178,75,1.58839,25,-0.2768,23,-0.4861,30,0.05616
ENSG00000146802,TMEM168,36,0.98191,21,0.09658,26,0.40362,27,0.48551,30,0.64784,9,-1.3500,16,-0.4043
ENSG00000164603,BMT2,1,-3.0543,1,-3.4888,11,-0.3645,13,-0.0324,19,0.55793,22,1.08665,12,-0.1634
ENSG00000164604,GPR85,5,-2.0470,21,0.05265,18,-0.1705,12,-0.8163,30,0.61699,26,0.54233,19,-0.0789
ENSG00000214194,SMIM30,32,-0.1506,17,-1.1021,68,1.12300,28,-0.3210,5,-2.7659,35,0.03449,46,0.50714
ENSG00000105971,CAV2,68,2.26339,37,1.06932,39,1.15528,7,-1.4432,12,-0.7131,6,-1.9752,6,-1.8788
ENSG00000198898,CAPZA2,28,-2.4527,48,-1.6533,124,-0.2002,66,-1.1642,152,0.12565,235,1.22361,142,0.02012
ENSG00000077063,CTTNBP2,164,1.45332,275,2.53345,30,-1.3076,69,-0.0169,63,-0.1693,23,-1.9417,15,-2.4738
ENSG00000128534,LSM8,38,0.49877,25,-0.1474,35,0.36047,28,0.03040,10,-1.5239,29,0.10799,27,-0.0618
ENSG00000184408,KCND2,5,-2.5477,5,-2.7148,6,-2.2966,10,-1.5891,59,1.10923,39,0.53951,50,0.97699
ENSG00000071243,ING3,20,0.12581,26,0.56497,8,-1.2314,8,-1.2258,27,0.62699,20,0.13718,18,-0.0605
ENSG00000196937,FAM3C,27,-2.6095,32,-2.3256,99,-0.6568,93,-0.7495,187,0.34985,250,1.20822,159,0.09743
ENSG00000106278,PTPRZ1,94,-0.6108,147,0.09143,265,1.07828,92,-0.6431,123,-0.1966,57,-1.5939,249,1.15222
ENSG00000008311,AASS,156,2.36087,90,1.25861,52,0.31865,32,-0.4562,24,-0.8910,8,-2.8027,24,-0.9356
ENSG00000081803,CADPS2,3,-3.0485,21,-0.4262,3,-3.3480,18,-0.6729,51,1.01211,54,1.68857,10,-1.7039
ENSG00000128609,NDUFA5,133,-1.5232,99,-1.9643,231,-0.6938,295,-0.3116,300,-0.2834,547,0.97192,446,0.40188
ENSG00000106299,WASL,68,-0.9910,47,-1.5485,92,-0.5422,84,-0.6849,204,0.74563,182,0.76161,128,-0.0267
ENSG00000170775,GPR37,564,3.85448,104,0.21888,39,-1.3169,95,0.06388,30,-1.6856,13,-3.1716,19,-2.4585
ENSG00000048405,ZNF800,74,1.81375,79,1.95702,8,-1.7277,0,-5.6158,29,0.18821,7,-2.1264,23,-0.1753
ENSG00000004059,ARF5,21,-2.1709,23,-2.0543,35,-1.4272,56,-0.7411,47,-1.0132,171,1.60838,103,0.25020
ENSG00000197157,SND1,27,-0.7329,15,-1.5559,52,0.29988,75,0.90296,44,0.01706,45,0.10628,41,-0.0750
ENSG00000128594,LRRC4,4,-2.9839,16,-1.0285,6,-2.3429,32,0.00432,65,1.20373,40,0.48748,37,0.28663
ENSG00000106344,RBM28,88,1.35827,122,1.99515,21,-0.9352,11,-1.9451,48,0.30592,16,-1.5720,28,-0.5997
ENSG00000106348,IMPDH1,4,-2.1176,3,-2.5078,12,-0.4475,11,-0.5909,25,0.76689,28,1.42767,9,-0.9114
ENSG00000165055,METTL2B,31,0.87882,14,-0.3879,18,-0.0250,5,-1.9628,42,1.39951,9,-1.3057,23,0.42647
ENSG00000273270,AC090114.2,25,0.38062,55,1.73878,22,0.17578,21,0.06058,16,-0.3191,10,-1.2970,16,-0.4196
ENSG00000128595,CALU,92,0.96631,43,-0.2937,35,-0.5931,42,-0.3208,63,0.32147,47,-0.1917,50,-0.0596
ENSG00000128596,CCDC136,41,-1.1264,91,0.11768,56,-0.6479,67,-0.3550,108,0.39860,90,0.13605,105,0.41437
ENSG00000128524,ATP6V1F,92,-1.5920,95,-1.5547,143,-0.9390,291,0.17370,96,-1.5408,409,1.04630,333,0.45748
ENSG00000064419,TNPO3,38,0.10596,20,-0.8682,36,0.03022,47,0.46018,68,1.08275,34,-0.0788,22,-0.8450
ENSG00000158457,TSPAN33,4,-2.6780,27,0.16611,30,0.36215,39,0.81468,17,-0.5560,31,0.53722,15,-0.7436
ENSG00000158467,AHCYL2,21,0.00610,3,-2.8693,23,0.14579,15,-0.5318,19,-0.1065,17,-0.4183,38,1.21626
ENSG00000186591,UBE2H,102,0.41120,58,-0.4853,59,-0.4742,73,-0.1325,109,0.52296,74,-0.1464,85,0.13024
ENSG00000128607,KLHDC10,34,-0.4677,31,-0.5655,47,0.07380,27,-0.7986,74,0.79931,55,0.39958,38,-0.3095
ENSG00000106477,CEP41,35,0.18694,29,-0.1210,7,-2.2203,25,-0.3542,55,0.93598,38,0.41595,24,-0.4725
ENSG00000106484,MEST,12,-1.1812,21,-0.3035,9,-1.4819,7,-1.8178,56,1.33375,33,0.53566,25,-0.0008
ENSG00000286214,AUXG01000058.1,48,-3.2885,195,-1.2282,195,-1.2331,296,-0.5922,1413,2.12878,472,0.18657,377,-0.2386
ENSG00000231721,LINC-PINT,25,-0.1804,17,-0.7401,41,0.63449,43,0.70217,29,0.10018,28,0.02667,19,-0.6453
ENSG00000128585,MKLN1,100,0.79149,64,0.05245,43,-0.5622,32,-1.0417,105,0.86690,50,-0.4176,63,0.02499
ENSG00000128567,PODXL,7,-1.2486,17,-0.0183,40,1.44305,5,-1.7210,11,-0.6187,22,0.52047,12,-0.5755
ENSG00000221866,PLXNA4,0,-7.4793,12,-1.5741,4,-3.0923,22,-0.7371,92,1.65890,47,0.62561,41,0.25908
ENSG00000106554,CHCHD3,17,-0.5156,17,-0.5828,12,-1.1038,32,0.43838,15,-0.7190,35,0.83012,22,-0.1571
ENSG00000131558,EXOC4,49,-0.1346,32,-0.8193,44,-0.3021,70,0.43657,76,0.57512,62,0.30704,39,-0.5372
ENSG00000205060,SLC35B4,25,-0.8419,36,-0.3286,23,-0.9808,25,-0.8512,87,1.13990,56,0.50642,38,-0.2478
ENSG00000085662,AKR1B1,42,-1.1050,21,-2.1454,85,-0.0255,100,0.24611,73,-0.2467,124,0.83199,83,-0.0625
ENSG00000172331,BPGM,25,0.03860,10,-1.3667,25,0.01489,35,0.55869,8,-1.7324,31,0.47892,26,0.07443
ENSG00000122786,CALD1,258,0.97755,550,2.48016,155,0.12619,64,-1.2482,94,-0.6606,47,-1.9756,87,-0.8606
ENSG00000080802,CNOT4,55,0.36228,61,0.53058,35,-0.3466,19,-1.2963,85,1.10791,32,-0.6293,45,0.02614
ENSG00000243317,STMP1,32,-0.2433,46,0.32104,40,0.09488,18,-1.1491,34,-0.1661,33,-0.2366,53,0.64955
ENSG00000105887,MTPN,43,-2.4392,30,-2.9597,209,-0.0712,115,-0.9989,420,1.09531,323,0.89108,200,-0.1600
ENSG00000105894,PTN,426,0.79783,290,0.16112,244,-0.1179,103,-1.4426,282,0.11263,90,-1.8934,506,1.32292
ENSG00000157680,DGKI,18,-0.8014,13,-1.2637,9,-1.8769,21,-0.5604,100,2.11161,28,-0.1346,29,-0.0804
ENSG00000122779,TRIM24,97,1.84184,40,0.28072,23,-0.5782,23,-0.6017,45,0.45102,20,-1.0035,25,-0.4938
ENSG00000122778,KIAA1549,4,-2.7786,15,-0.7317,12,-1.0931,14,-0.8307,43,0.89713,40,1.08181,21,-0.3294
ENSG00000157741,UBN2,79,1.21903,95,1.54974,21,-0.9354,7,-2.4266,78,1.19944,17,-1.4065,25,-0.7243
